DEPARTMENT,CATEGORY,SUBCATEGORY,SUBSUBCATEGORY,GENDER,SKU,SKU_VARIANT,PRODUCT_NAME,PRICE_RETAIL,PRICE_CURRENT,PRICE_RETAIL_RAW,PRICE_LABEL,PRICE_CURRENT_RAW,BRAND,PROMOTION,URL,SOURCE_URL,BREADCRUMBS,SORT_BY_RANKING,SCAN_DATE,TID
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,PI922O0V4-N11,,T-Shirt basic - olive,9.99,9.99,"9,99?€",,"9,99?€",Pier One,,https://www.zalando.de/herren/?q=PI922O0V4-N11,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,274,2023/1/29 1:31,24426171
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,X1122O02A-Q11,,ESSENTIAL  - T-Shirt basic - black,29.99,29.99,"29,99?€",,"29,99?€",Starter,,https://www.zalando.de/herren/?q=X1122O02A-Q11,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,275,2023/1/29 1:31,24426172
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,CJM22O007-Q12,,10ER PACK O-NECK - TEE - T-Shirt basic - schwarz,45.99,45.99,"45,99?€",,"45,99?€",Cotton Prime,,https://www.zalando.de/herren/?q=CJM22O007-Q12,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,276,2023/1/29 1:31,24426173
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,TOB22O018-C11,,ORIGINAL TEE REGULAR FIT - T-Shirt basic - light grey,24.95,24.95,"24,95?€",,"24,95?€",Tommy Jeans,,https://www.zalando.de/herren/?q=TOB22O018-C11,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,277,2023/1/29 1:31,24426174
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,JAM22O0BA-Q11,,JPRBLAKAM CLEAN TEE CREW NECK - T-Shirt basic - black,24.99,17.59,"24,99?€",ab,"17,59?€",Jack & Jones PREMIUM,,https://www.zalando.de/herren/?q=JAM22O0BA-Q11,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,278,2023/1/29 1:31,24426175
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,ARU22O000-A11,,T-Shirt basic - white light,18.95,18.95,"18,95?€",,"18,95?€",ARKET,,https://www.zalando.de/herren/?q=ARU22O000-A11,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,279,2023/1/29 1:31,24426176
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,UR622O074-C12,,HEAVY - T-Shirt basic - charcoal,22.99,22.99,"22,99?€",,"22,99?€",Urban Classics,,https://www.zalando.de/herren/?q=UR622O074-C12,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,280,2023/1/29 1:31,24426177
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,MA322O0GA-A11,,SHORT SLEEVE LOGO PRINT - T-Shirt basic - white,29.95,29.95,"29,95?€",,"29,95?€",Marc O'Polo,,https://www.zalando.de/herren/?q=MA322O0GA-A11,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,281,2023/1/29 1:31,24426178
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,PUC22O17O-A11,,T-Shirt basic - white,9.99,9.99,"9,99?€",,"9,99?€",PULL&BEAR,,https://www.zalando.de/herren/?q=PUC22O17O-A11,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,282,2023/1/29 1:31,24426179
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,NI122O0RH-N12,,TEE - T-Shirt basic - cargo khaki,39.95,39.95,"39,95?€",,"39,95?€",Nike Sportswear,,https://www.zalando.de/herren/?q=NI122O0RH-N12,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,283,2023/1/29 1:31,24426180
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,TOB22O01C-A11,,ORIGINAL REGULAR FIT - T-Shirt basic - classic white,24.95,24.95,"24,95?€",ab,"24,95?€",Tommy Jeans,,https://www.zalando.de/herren/?q=TOB22O01C-A11,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,284,2023/1/29 1:31,24426181
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,FF922O000-N11,,5 PACK - T-Shirt basic - mehrfarbig,69.9,26.9,"69,90?€",ab,"26,90?€",fortyfour,,https://www.zalando.de/herren/?q=FF922O000-N11,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,285,2023/1/29 1:31,24426182
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,UR622O074-O11,,HEAVY - T-Shirt basic - bark,19.99,19.99,"19,99?€",,"19,99?€",Urban Classics,,https://www.zalando.de/herren/?q=UR622O074-O11,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,286,2023/1/29 1:31,24426183
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,BE922O011-Q11,,T-Shirt basic - black,59.95,59.95,"59,95?€",ab,"59,95?€",Belstaff,,https://www.zalando.de/herren/?q=BE922O011-Q11,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,287,2023/1/29 1:31,24426184
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,UR622O03J-I12,,TALL TEE - T-Shirt basic - ultraviolet,14.99,14.99,"14,99?€",ab,"14,99?€",Urban Classics,,https://www.zalando.de/herren/?q=UR622O03J-I12,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,288,2023/1/29 1:31,24426185
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,UR622O08J-Q11,,FITTED STRECH TEE - T-Shirt basic - black,16.99,16.99,"16,99?€",ab,"16,99?€",Urban Classics,,https://www.zalando.de/herren/?q=UR622O08J-Q11,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,289,2023/1/29 1:31,24426186
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,UN242D0CL-Q12,,TECH TEE - T-Shirt basic - carbon heather,27.95,27.95,"27,95?€",ab,"27,95?€",Under Armour,,https://www.zalando.de/herren/?q=UN242D0CL-Q12,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,290,2023/1/29 1:31,24426187
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,WEB22O05O-Q12,,OVERSIZED 2 PACK - T-Shirt basic - white/brown,30,30,"30,00?€",,"30,00?€",Weekday,,https://www.zalando.de/herren/?q=WEB22O05O-Q12,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,291,2023/1/29 1:31,24426188
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,PI922O0GQ-Q11,,3 PACK - T-Shirt basic - black,22.99,22.99,"22,99?€",,"22,99?€",Pier One,,https://www.zalando.de/herren/?q=PI922O0GQ-Q11,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,292,2023/1/29 1:31,24426189
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,9N021006I-I11,,UNISEX - T-Shirt basic - purple,29.95,22.55,"29,95?€",,"22,55?€",9N1M SENSE,,https://www.zalando.de/herren/?q=9N021006I-I11,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,293,2023/1/29 1:31,24426190
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,OS322O02I-C12,,ONSMATT LONGY TEE - T-Shirt basic - light grey melange,14.99,14.99,"14,99?€",,"14,99?€",Only & Sons,,https://www.zalando.de/herren/?q=OS322O02I-C12,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,294,2023/1/29 1:31,24426191
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,GS122O11X-Q11,,BASE  - T-Shirt basic - black,29.95,17.95,"29,95?€",ab,"17,95?€",G-Star,,https://www.zalando.de/herren/?q=GS122O11X-Q11,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,295,2023/1/29 1:31,24426192
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,DOI22O002-A11,,2 PACK  - T-Shirt basic - white,44.99,22.5,"44,99?€",,"22,50?€",Dovre,,https://www.zalando.de/herren/?q=DOI22O002-A11,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,296,2023/1/29 1:31,24426193
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,JA222D0E6-802,,BASIC V-NECK  - T-Shirt basic - black,17.99,17.99,"17,99?€",,"17,99?€",Jack & Jones,,https://www.zalando.de/herren/?q=JA222D0E6-802,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,297,2023/1/29 1:31,24426194
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,P5K22O000-Q11,,3 PACK - T-Shirt basic - black/white/green,59.95,24.99,"59,95?€",,"24,99?€",PITTMAN,,https://www.zalando.de/herren/?q=P5K22O000-Q11,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,298,2023/1/29 1:31,24426195
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,PI922O0KZ-B11,,T-Shirt basic - beige,10.99,10.99,"10,99?€",,"10,99?€",Pier One,,https://www.zalando.de/herren/?q=PI922O0KZ-B11,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,299,2023/1/29 1:31,24426196
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,UR622O07Y-Q11,,OVERSIZED MOCK NECK - T-Shirt basic - schwarz,24.99,24.99,"24,99?€",ab,"24,99?€",Urban Classics,,https://www.zalando.de/herren/?q=UR622O07Y-Q11,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,300,2023/1/29 1:31,24426197
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,JA222O2LM-Q11,,SS O NECK NOOS - T-Shirt basic - black,14.99,14.99,"14,99?€",,"14,99?€",Jack & Jones,,https://www.zalando.de/herren/?q=JA222O2LM-Q11,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,301,2023/1/29 1:31,24426198
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,0TA22O02G-K12,,T-Shirt basic - dark navy,24.9,11.9,"24,90?€",,"11,90?€",Tazzio,,https://www.zalando.de/herren/?q=0TA22O02G-K12,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,302,2023/1/29 1:31,24426199
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,C6F22O0A1-A11,,T-Shirt basic - white,7.99,7.99,"7,99?€",,"7,99?€",C&A,,https://www.zalando.de/herren/?q=C6F22O0A1-A11,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,303,2023/1/29 1:31,24426200
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,0TA22O038-K12,,T-Shirt basic - blau,24.9,19.9,"24,90?€",,"19,90?€",Tazzio,,https://www.zalando.de/herren/?q=0TA22O038-K12,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,304,2023/1/29 1:31,24426201
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,JOC22O04B-A11,,JUMPMAN CREW - T-Shirt basic - white/black,29.95,29.95,"29,95?€",,"29,95?€",Jordan,,https://www.zalando.de/herren/?q=JOC22O04B-A11,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,305,2023/1/29 1:31,24426202
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,TO122O099-N14,,STRETCH SLIM FIT TEE - T-Shirt basic - faded military,39.95,27.95,"39,95?€",,"27,95?€",Tommy Hilfiger,,https://www.zalando.de/herren/?q=TO122O099-N14,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,306,2023/1/29 1:31,24426203
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,JA222O2VG-K14,,JJESPLIT NECK - T-Shirt basic - flint stone,19.99,18.95,"19,99?€",,"18,95?€",Jack & Jones,,https://www.zalando.de/herren/?q=JA222O2VG-K14,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,307,2023/1/29 1:31,24426204
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,SE622O0MB-A11,,SLHRELAXCOLMAN200 O NECK TEE - T-Shirt basic - bright white,29.99,21.09,"29,99?€",,"21,09?€",Selected Homme,,https://www.zalando.de/herren/?q=SE622O0MB-A11,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,308,2023/1/29 1:31,24426205
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,US222O031-A11,,2 PACK - T-Shirt basic - weiss,49.95,24.95,"49,95?€",,"24,95?€",U.S. Polo Assn.,,https://www.zalando.de/herren/?q=US222O031-A11,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,309,2023/1/29 1:31,24426206
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,A0F22O03U-K11,,FRINGE CREW 3 PACK - T-Shirt basic - black/light blue/dark blue,38.95,38.95,"38,95?€",,"38,95?€",Abercrombie & Fitch,,https://www.zalando.de/herren/?q=A0F22O03U-K11,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,310,2023/1/29 1:31,24426207
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,HU722O023-C11,,ROUND 2 PACK - T-Shirt basic - grey/grey,49.95,29.95,"49,95?€",ab,"29,95?€",HUGO,,https://www.zalando.de/herren/?q=HU722O023-C11,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,311,2023/1/29 1:31,24426208
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,SIF22O0SL-A11,,FOUNDATION HIGH NECK TEE - T-Shirt basic - white,34.95,20.97,"34,95?€",ab,"20,97?€",SIKSILK,,https://www.zalando.de/herren/?q=SIF22O0SL-A11,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,312,2023/1/29 1:31,24426209
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,HU722O0CI-B11,,DONDO - Sport T-shirt - light beige,69.95,38.45,"69,95?€",,"38,45?€",HUGO,,https://www.zalando.de/herren/?q=HU722O0CI-B11,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,313,2023/1/29 1:31,24426210
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,UR622O01R-K17,,T-Shirt basic - cloud,12.99,12.99,"12,99?€",,"12,99?€",Urban Classics,,https://www.zalando.de/herren/?q=UR622O01R-K17,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,314,2023/1/29 1:31,24426211
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,DEZ22O0YS-B11,,MODERN FIT - T-Shirt basic - beige,22.9,17.9,"22,90?€",,"17,90?€",DeFacto,,https://www.zalando.de/herren/?q=DEZ22O0YS-B11,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,315,2023/1/29 1:31,24426212
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,A0F22O0AJ-A11,,EXCLUSIVE QIXI TEE UNISEX - T-Shirt basic - white,34.95,19.35,"34,95?€",,"19,35?€",Abercrombie & Fitch,,https://www.zalando.de/herren/?q=A0F22O0AJ-A11,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,316,2023/1/29 1:31,24426213
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,LE222O05K-Q11,,ORIGINAL V NECK - T-Shirt basic - mineral black,24.95,19.95,"24,95?€",ab,"19,95?€",Levi's?,,https://www.zalando.de/herren/?q=LE222O05K-Q11,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,317,2023/1/29 1:31,24426214
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,HU722O0B2-C11,,DERO - T-Shirt basic - medium grey,39.95,27.95,"39,95?€",,"27,95?€",HUGO,,https://www.zalando.de/herren/?q=HU722O0B2-C11,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,318,2023/1/29 1:31,24426215
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,UN242D0FI-O11,,TEAM ISSUE WORDMARK - Sport T-shirt - academy/graphite,25.95,18.25,"25,95?€",,"18,25?€",Under Armour,,https://www.zalando.de/herren/?q=UN242D0FI-O11,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,319,2023/1/29 1:31,24426216
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,DEZ22O0XS-Q11,,OVERSIZE FIT - T-Shirt basic - black,24.9,19.9,"24,90?€",,"19,90?€",DeFacto,,https://www.zalando.de/herren/?q=DEZ22O0XS-Q11,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,320,2023/1/29 1:31,24426217
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,UR622O083-A12,,2 Pack - T-Shirt basic - white,34.99,17.5,"34,99?€",ab,"17,50?€",Urban Classics,,https://www.zalando.de/herren/?q=UR622O083-A12,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,321,2023/1/29 1:31,24426218
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,C1422O04F-Q12,,CHASE - T-Shirt basic - black/gold,38.95,38.95,"38,95?€",,"38,95?€",Carhartt WIP,,https://www.zalando.de/herren/?q=C1422O04F-Q12,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,322,2023/1/29 1:31,24426219
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,A0F22O0AA-M11,,KISSING MOOSE ICON - T-Shirt basic - dark green,34.95,19.35,"34,95?€",,"19,35?€",Abercrombie & Fitch,,https://www.zalando.de/herren/?q=A0F22O0AA-M11,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,323,2023/1/29 1:31,24426220
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,HU342D0BY-Q12,,T-Shirt basic - black,17.95,17.95,"17,95?€",,"17,95?€",Hummel,,https://www.zalando.de/herren/?q=HU342D0BY-Q12,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,324,2023/1/29 1:31,24426221
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,PI922O00I-K12,,T-Shirt basic - dark blue,9.99,9.99,"9,99?€",,"9,99?€",Pier One,,https://www.zalando.de/herren/?q=PI922O00I-K12,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,325,2023/1/29 1:31,24426222
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,ZZO17Y555-E11,,T-Shirt basic - californiayellow,12.99,12.99,"12,99?€",,"12,99?€",Urban Classics,,https://www.zalando.de/herren/?q=ZZO17Y555-E11,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,326,2023/1/29 1:31,24426223
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,VA222O0O4-C11,,OFF THE WALL SIDESTRIPE SS TEE - T-Shirt basic - grey,42,20.95,"42,00?€",,"20,95?€",Vans,,https://www.zalando.de/herren/?q=VA222O0O4-C11,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,327,2023/1/29 1:31,24426224
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,JA222O2VG-M11,,JJESPLIT NECK - T-Shirt basic - dusky green,19.99,13.99,"19,99?€",ab,"13,99?€",Jack & Jones,,https://www.zalando.de/herren/?q=JA222O2VG-M11,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,328,2023/1/29 1:31,24426225
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,UR622O074-K12,,HEAVY - T-Shirt basic - darkblue,22.99,22.99,"22,99?€",,"22,99?€",Urban Classics,,https://www.zalando.de/herren/?q=UR622O074-K12,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,329,2023/1/29 1:31,24426226
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,UR622O01R-C12,,T-Shirt basic - charcoal,12.99,12.99,"12,99?€",ab,"12,99?€",Urban Classics,,https://www.zalando.de/herren/?q=UR622O01R-C12,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,330,2023/1/29 1:31,24426227
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,KK12100BS-B11,,SMALL SIGNATURE HEAVY TEE UNISEX - T-Shirt basic - cream,39.95,39.95,"39,95?€",ab,"39,95?€",Karl Kani,,https://www.zalando.de/herren/?q=KK12100BS-B11,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,331,2023/1/29 1:31,24426228
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,PI922O0TV-A12,,5 PACK - T-Shirt basic - white/green/bordeaux/black/beige,39.99,39.99,"39,99?€",,"39,99?€",Pier One,,https://www.zalando.de/herren/?q=PI922O0TV-A12,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,332,2023/1/29 1:31,24426229
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,P5K22O000-K11,,3 PACK - T-Shirt basic - blue/grey/anthracite,59.95,24.99,"59,95?€",,"24,99?€",PITTMAN,,https://www.zalando.de/herren/?q=P5K22O000-K11,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,333,2023/1/29 1:31,24426230
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,AL522O017-A11,,BASIC SMALL LOGO - T-Shirt basic - white,19.95,19.95,"19,95?€",,"19,95?€",Alpha Industries,,https://www.zalando.de/herren/?q=AL522O017-A11,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,334,2023/1/29 1:31,24426231
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,UR622O01Q-A11,,HEAVY OVERSIZED TEE - T-Shirt basic - white,22.99,22.99,"22,99?€",,"22,99?€",Urban Classics,,https://www.zalando.de/herren/?q=UR622O01Q-A11,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,335,2023/1/29 1:31,24426232
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,0TA22O02G-G11,,T-Shirt basic - rot,24.9,11.9,"24,90?€",,"11,90?€",Tazzio,,https://www.zalando.de/herren/?q=0TA22O02G-G11,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,336,2023/1/29 1:31,24426233
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,JA222O3UL-A12,,JJENOA TEE CREW NECK 7 PACK - T-Shirt basic - white,99.99,69.99,"99,99?€",,"69,99?€",Jack & Jones,,https://www.zalando.de/herren/?q=JA222O3UL-A12,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,337,2023/1/29 1:31,24426234
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,JA222O2LM-G13,,SS O NECK NOOS - T-Shirt basic - port royale,14.99,14.99,"14,99?€",,"14,99?€",Jack & Jones,,https://www.zalando.de/herren/?q=JA222O2LM-G13,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,338,2023/1/29 1:31,24426235
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,UR622O03J-O11,,TALL TEE - T-Shirt basic - brown,14.99,14.99,"14,99?€",ab,"14,99?€",Urban Classics,,https://www.zalando.de/herren/?q=UR622O03J-O11,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,339,2023/1/29 1:31,24426236
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,A0F22O0AA-O11,,KISSING MOOSE ICON - T-Shirt basic - cappucino,34.95,16.95,"34,95?€",,"16,95?€",Abercrombie & Fitch,,https://www.zalando.de/herren/?q=A0F22O0AA-O11,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,340,2023/1/29 1:31,24426237
Herren,Bekleidung,T-Shirts & Polos,T-Shirts basic,men,PI922O0GU-K11,,5 PACK - T-Shirt basic - dark blue/grey/khaki,34.99,34.99,"34,99?€",,"34,99?€",Pier One,,https://www.zalando.de/herren/?q=PI922O0GU-K11,https://www.zalando.de/herrenbekleidung-shirts-basic/,Herren>Bekleidung>T-Shirts & Polos>T-Shirts basic,341,2023/1/29 1:31,24426238
